variable,coef,std_err,t_stat,p_value,ci_lower,ci_upper
Treat_Post,0.0002626555000715428,0.0005074097030700473,0.5176398844609472,0.6047238061973665,-0.000731999148941509,0.0012573101490845947
Amihud,6.36817716625754e-06,1.5081089123951208e-07,42.226241844455686,0.0,6.072548696432093e-06,6.663805636082987e-06
Turnover,3.8527503646066634e-09,1.2586021342600051e-09,3.061134459995086,0.002212284965562805,1.3855636779408714e-09,6.3199370512724555e-09
