dep_var,variable,coef,std_err,t_stat,p_value,ci_lower,ci_upper
Synchronicity,Treat_Post,-0.148942815595638,0.049002249404360224,-3.039509765492215,0.0023718910107310975,-0.2449897431565652,-0.052895888034710806
Synchronicity,Amihud,0.016821561204825124,0.005255203368743888,3.200934392924523,0.001371404132015419,0.006521092483265326,0.027122029926384923
Synchronicity,Avg_Volume,-4.646247245116438e-09,5.0371960537548635e-09,-0.9223876131747937,0.35633462839325114,-1.451941042366498e-08,5.226915933432104e-09
Idio_Vol,Treat_Post,-8.409032164149973e-05,0.00035172148018019854,-0.2390821328240103,0.8110437013639786,-0.0007734825013703697,0.0006053018580873702
Idio_Vol,Amihud,0.00010025811780881423,7.820301388000009e-05,1.2820237077135794,0.1998452812504785,-5.302380905126595e-05,0.0002535400446688944
Idio_Vol,Avg_Volume,9.65667206572679e-10,1.527466441210098e-10,6.32201913259484,2.621816097558849e-10,6.662759328782119e-10,1.2650584802671463e-09
