Model,Controls,N,Within_R2,Treat_Post,Treat_SE,Treat_p,Treat_Sig,Amihud_coef,Amihud_se,Amihud_p,Avg_Volume_coef,Avg_Volume_se,Avg_Volume_p
M1,None,28362,0.0022361738257541397,-0.14991371932873526,0.04899736970731397,0.002218282474901301,***,,,,,,
M2,Amihud,28362,0.0022630582212013195,-0.14981088434750062,0.049010260613032736,0.002239869982494813,***,0.031300332444889396,0.03133631406395096,0.3178754132956012,,,
M3,"Amihud, Avg_Volume",28362,0.0022867464897144973,-0.14882555433188063,0.04900137151884179,0.002390364795928024,***,0.031249394608524803,0.031339423194640476,0.3187116108394641,-4.646838605396061e-09,5.036989695250708e-09,0.35625371451131427
