date,ISIN,ticker,name,Country,event_type,rank_final,rank_prev,ric
2024-05-01,SE0007691613,DOMETIC.ST,DOMETIC GROUP AB,SE,DELETE,616,585,DOMETIC.ST
2024-05-01,FR0011981968,WLN.PA,WORLDLINE,FR,DELETE,604,560,WLN.PA
2024-05-01,IE00B00MZ448,GFTU.L,GRAFTON GRP,GB,DELETE,611,597,GFTU_u.L
2024-05-01,NL0012044747,RDC.DE,REDCARE PHARMACY,DE,DELETE,602,543,RDC.DE
2024-05-01,GB00BDVZYZ77,IDSI.L,INTERNATIONAL DISTRIBUTIONS SERVICES,GB,ADD,587,645,IDSI.L
2024-05-01,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,ADD,598,624,ALRR.WA
2024-05-01,DE0006766504,NDA.DE,AURUBIS,DE,ADD,562,617,NAFG.DE
2024-05-01,FI0009004824,KEMIR-A.HE,KEMIRA,FI,ADD,571,629,KEMIRA.HE
2024-05-01,GB00BF4HYT85,BGEO.L,BANK OF GEORGIA GROUP,GB,ADD,577,602,BGEO.L
2024-05-01,DE0005470405,LXS.DE,LANXESS,DE,ADD,578,605,LXSG.DE
2024-05-01,FR0000054470,UBI.PA,UBISOFT ENTERTAINMENT,FR,ADD,600,644,UBIP.PA
2024-05-01,FR0011675362,NEOEN.PA,NEOEN SA,FR,ADD,590,630,NEOEN.PA
2024-05-01,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,ADD,591,615,PIRC.MI
2024-05-01,IT0001031084,BGN.MI,BCA GENERALI,IT,ADD,596,604,BGN.MI
2024-05-01,SE0016828511,EMBRAC-B.ST,EMBRACER GROUP,SE,ADD,597,658,EMBRACb.ST
2024-05-01,BE0003470755,SOLB.BR,SOLVAY,BE,ADD,586,646,SOLB.BR
2024-06-03,DE0005470405,LXS.DE,LANXESS,DE,DELETE,608,578,LXSG.DE
2024-06-03,DE0006632003,MOR.DE,MORPHOSYS,DE,DELETE,1047,537,MORG.DE
2024-06-03,IT0005244402,BFF.MI,BFF BANK S.P.A.,IT,DELETE,708,599,BFF.MI
2024-06-03,NL0015000LU4,IVG.MI,IVECO GROUP,IT,DELETE,643,568,IVG.MI
2024-06-03,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,DELETE,629,598,ALRR.WA
2024-06-03,SE0016828511,EMBRAC-B.ST,EMBRACER GROUP,SE,DELETE,623,597,EMBRACb.ST
2024-06-03,GB00B7KR2P84,EZJ.L,EASYJET,GB,DELETE,620,558,EZJ.L
2024-06-03,GB00BNNTLN49,PNN.L,PENNON GRP,GB,DELETE,617,585,PNN.L
2024-06-03,SE0015671995,HEM.ST,HEMNET,SE,DELETE,615,592,HEM.ST
2024-06-03,FR0000054470,UBI.PA,UBISOFT ENTERTAINMENT,FR,DELETE,609,600,UBIP.PA
2024-06-03,ES0124244E34,MAP.MC,MAPFRE,ES,DELETE,604,583,MAP.MC
2024-06-03,GB00BF4HYT85,BGEO.L,BANK OF GEORGIA GROUP,GB,DELETE,713,577,BGEO.L
2024-06-03,PLBUDMX00013,BDXP.WA,BUDIMEX,PL,ADD,598,617,BDXP.WA
2024-06-03,GB00BNTJ3546,ALLFG.AS,ALLFUNDS GROUP,NL,DELETE,601,554,ALLFG.AS
2024-06-03,GB00B0WMWD03,QQ.L,QINETIQ GRP,GB,ADD,533,612,QQ.L
2024-06-03,SE0014960373,SWEC-B.ST,SWECO 'B',SE,ADD,536,605,SWECb.ST
2024-06-03,FR0011981968,WLN.PA,WORLDLINE,FR,ADD,546,604,WLN.PA
2024-06-03,BMG4233B1090,HAFNI.OL,HAFNIA,NO,ADD,576,647,HAFNI.OL
2024-06-03,NO0011202772,VAR.OL,VAR ENERGI,NO,ADD,496,652,VAR.OL
2024-06-03,CH0239229302,SFSN.SW,SFS GROUP,CH,ADD,585,614,SFSN.S
2024-06-03,GB00BG11K365,RDW.L,REDROW,GB,ADD,586,608,RDW.L
2024-06-03,GB00BMBVGQ36,HBR.L,HARBOUR ENERGY,GB,ADD,590,623,HBR.L
2024-06-03,SE0017780133,WALL-B.ST,WALLENSTAM B,SE,ADD,597,609,WALLb.ST
2024-06-03,GB00B1N7Z094,SAFE.L,SAFESTORE HOLDINGS,GB,ADD,579,622,SAFE.L
2024-07-01,BE0003593044,COFB.BR,COFINIMMO,BE,DELETE,602,595,COFB.BR
2024-07-01,DE000HAG0005,HAG.DE,HENSOLDT,DE,DELETE,603,591,HAGG.DE
2024-07-01,PLBUDMX00013,BDXP.WA,BUDIMEX,PL,DELETE,605,598,BDXP.WA
2024-07-01,IT0003115950,DLG.MI,DE LONGHI,IT,DELETE,606,588,DLG.MI
2024-07-01,FR0013176526,FR.PA,VALEO,FR,DELETE,608,578,VLOF.PA
2024-07-01,DE0007500001,TKA.DE,THYSSENKRUPP,DE,DELETE,617,596,TKAG.DE
2024-07-01,GB00B1N7Z094,SAFE.L,SAFESTORE HOLDINGS,GB,DELETE,619,579,SAFE.L
2024-07-01,GB00BN4HT335,INDV.L,INDIVIOR,GB,DELETE,621,583,INDV.L
2024-07-01,FR0000121147,FRVIA.PA,FORVIA,FR,DELETE,643,554,FRVIA.PA
2024-07-01,SE0022060521,KINV-B.ST,KINNEVIK B,SE,DELETE,645,548,KINVb.ST
2024-07-01,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,DELETE,609,600,PIRC.MI
2024-07-01,DE000A0WMPJ6,AIXA.DE,AIXTRON,DE,DELETE,601,573,AIXGn.DE
2024-07-01,GB00BH3VJ782,NETW.L,NETWORK INTERNATIONAL HOLDINGS,GB,ADD,598,613,NETW.L
2024-07-01,GB00BNTJ3546,ALLFG.AS,ALLFUNDS GROUP,NL,ADD,597,601,ALLFG.AS
2024-07-01,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,ADD,600,629,ALRR.WA
2024-07-01,DK0060477503,TOP.CO,TOPDANMARK,DK,ADD,569,667,TOP.CO
2024-07-01,PLOPTTC00011,CDR.WA,CD PROJECT SA,PL,ADD,571,610,CDR.WA
2024-07-01,CH0038388911,SUN.SW,SULZER,CH,ADD,572,603,SUN.S
2024-07-01,SE0015671995,HEM.ST,HEMNET,SE,ADD,565,615,HEM.ST
2024-07-01,NO0003055501,NOD.OL,NORDIC SEMICONDUCTOR,NO,ADD,582,618,NOD.OL
2024-07-01,ES0124244E34,MAP.MC,MAPFRE,ES,ADD,589,604,MAP.MC
2024-07-01,GB0031215220,CCL.L,CARNIVAL,GB,ADD,591,681,CCL.L
2024-07-01,NO0010631567,SRBNK.OL,SPAREBANK 1 SR-BANK ASA,NO,ADD,595,602,SRBNK.OL
2024-07-01,BE0003823409,TUB.BR,FINANCIERE DE TUBIZE,BE,ADD,579,616,TUB.BR
2024-08-01,GB00BH3VJ782,NETW.L,NETWORK INTERNATIONAL HOLDINGS,GB,DELETE,602,598,NETW.L
2024-08-01,NL0015001W49,PLX.PA,PLUXEE,FR,DELETE,664,580,PLX.PA
2024-08-01,FI4000571013,CGCBV.HE,CARGOTEC CORPORATION,FI,DELETE,650,487,CGCBV.HE
2024-08-01,GB0031215220,CCL.L,CARNIVAL,GB,DELETE,642,591,CCL.L
2024-08-01,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,DELETE,630,600,ALRR.WA
2024-08-01,NO0003055501,NOD.OL,NORDIC SEMICONDUCTOR,NO,DELETE,626,582,NOD.OL
2024-08-01,FR0013447729,VRLA.PA,VERALLIA,FR,DELETE,625,538,VRLA.PA
2024-08-01,BMG4233B1090,HAFNI.OL,HAFNIA,NO,DELETE,603,566,HAFNI.OL
2024-08-01,DE000KSAG888,SDF.DE,K + S,DE,DELETE,601,575,SDFGn.DE
2024-08-01,IE00B00MZ448,GFTU.L,GRAFTON GRP,GB,ADD,581,624,GFTU_u.L
2024-08-01,FR0013176526,FR.PA,VALEO,FR,ADD,597,608,VLOF.PA
2024-08-01,BE0003593044,COFB.BR,COFINIMMO,BE,ADD,594,602,COFB.BR
2024-08-01,GB0004270301,HILS.L,HILL & SMITH,GB,ADD,592,644,HILS.L
2024-08-01,NO0003078800,TGS.OL,TGS ASA,NO,ADD,590,725,TGS.OL
2024-08-01,GB00BLDRH360,OSB.L,OSB GROUP,GB,ADD,571,623,OSBO.L
2024-08-01,NL0012044747,RDC.DE,REDCARE PHARMACY,DE,ADD,568,622,RDC.DE
2024-08-01,GB00BK9RKT01,TPK.L,TRAVIS PERKINS,GB,ADD,562,631,TPK.L
2024-08-01,DE000A0WMPJ6,AIXA.DE,AIXTRON,DE,ADD,554,601,AIXGn.DE
2024-08-01,IL0011284465,PLUS.L,PLUS500,GB,ADD,599,604,PLUSP.L
2024-09-02,BE0974320526,UMI.BR,UMICORE,BE,DELETE,607,575,UMI.BR
2024-09-02,GB0004270301,HILS.L,HILL & SMITH,GB,DELETE,609,592,HILS.L
2024-09-02,GB00BMBVGQ36,HBR.L,HARBOUR ENERGY,GB,DELETE,610,598,HBR.L
2024-09-02,NO0003078800,TGS.OL,TGS ASA,NO,DELETE,613,590,TGS.OL
2024-09-02,FR0011981968,WLN.PA,WORLDLINE,FR,DELETE,663,586,WLN.PA
2024-09-02,FR0013176526,FR.PA,VALEO,FR,DELETE,626,597,VLOF.PA
2024-09-02,DE000A1PHFF7,BOSS.DE,HUGO BOSS,DE,DELETE,652,593,BOSSn.DE
2024-09-02,CH0006372897,INRN.SW,INTERROLL,CH,DELETE,602,574,INRN.S
2024-09-02,GB00BLDRH360,OSB.L,OSB GROUP,GB,DELETE,688,571,OSBO.L
2024-09-02,DE0006766504,NDA.DE,AURUBIS,DE,DELETE,622,584,NAFG.DE
2024-09-02,GB00BNC5T391,ROO.L,DELIVEROO A,GB,ADD,596,657,ROO.L
2024-09-02,DE000A0WMPJ6,AIXA.DE,AIXTRON,DE,DELETE,631,554,AIXGn.DE
2024-09-02,GB00B7KR2P84,EZJ.L,EASYJET,GB,ADD,593,623,EZJ.L
2024-09-02,NO0003055501,NOD.OL,NORDIC SEMICONDUCTOR,NO,ADD,592,626,NOD.OL
2024-09-02,SE0014504817,LOOMIS.ST,LOOMIS,SE,ADD,589,612,LOOMIS.ST
2024-09-02,DE0005470405,LXS.DE,LANXESS,DE,ADD,587,611,LXSG.DE
2024-09-02,GB00B1N7Z094,SAFE.L,SAFESTORE HOLDINGS,GB,ADD,586,608,SAFE.L
2024-09-02,IM00B7S9G985,PTEC.L,PLAYTECH,GB,ADD,584,631,PTEC.L
2024-09-02,JE00BMDZN391,TCAP.L,TP ICAP,GB,ADD,578,609,TCAPI.L
2024-09-02,SE0007692850,CAMX.ST,CAMURUS,SE,ADD,570,610,CAMX.ST
2024-09-02,NL0000360618,SBMO.AS,SBM OFFSHORE,NL,ADD,562,607,SBMO.AS
2024-09-02,DK0015998017,BAV-A.CO,BAVARIAN NORDIC,DK,ADD,516,635,BAVA.CO
2024-09-02,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,ADD,595,630,ALRR.WA
2024-10-01,NO0003055501,NOD.OL,NORDIC SEMICONDUCTOR,NO,DELETE,705,592,NOD.OL
2024-10-01,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,DELETE,636,595,ALRR.WA
2024-10-01,FR0013269123,RUI.PA,RUBIS,FR,DELETE,614,565,RUBF.PA
2024-10-01,SE0014504817,LOOMIS.ST,LOOMIS,SE,DELETE,606,589,LOOMIS.ST
2024-10-01,ES0137650018,FLUI.MC,FLUIDRA,ES,ADD,600,612,FLUI.MC
2024-10-01,NL0014332678,JDEP.AS,JDE PEET S,NL,DELETE,601,572,JDEP.AS
2024-10-01,CH0006372897,INRN.SW,INTERROLL,CH,ADD,598,602,INRN.S
2024-10-01,FR0013176526,FR.PA,VALEO,FR,ADD,590,626,VLOF.PA
2024-10-01,CH0528751586,VZN.SW,VZ HOLDING 'N',CH,ADD,587,601,VZN.S
2024-10-01,SE0000862997,BILL.ST,BILLERUD,SE,ADD,580,604,BILL.ST
2024-10-01,GB00B2PDGW16,SMWH.L,NEW WH SMITH,GB,ADD,577,621,SMWH.L
2024-10-01,SE0011166974,FABG.ST,FABEGE,SE,ADD,599,638,FABG.ST
2024-11-01,SE0009806607,MTRS.ST,MUNTERS GROUP AB,SE,DELETE,605,524,MTRS.ST
2024-11-01,SE0007692850,CAMX.ST,CAMURUS,SE,DELETE,607,594,CAMX.ST
2024-11-01,GB00BK9RKT01,TPK.L,TRAVIS PERKINS,GB,DELETE,611,584,TPK.L
2024-11-01,GB00BNC5T391,ROO.L,DELIVEROO A,GB,DELETE,613,592,ROO.L
2024-11-01,CH0011029946,IFCN.SW,INFICON,CH,DELETE,614,583,IFCN.S
2024-11-01,CH0006372897,INRN.SW,INTERROLL,CH,DELETE,617,598,INRN.S
2024-11-01,SE0000862997,BILL.ST,BILLERUD,SE,DELETE,639,580,BILL.ST
2024-11-01,FR0013176526,FR.PA,VALEO,FR,DELETE,630,590,VLOF.PA
2024-11-01,SE0011166974,FABG.ST,FABEGE,SE,DELETE,647,599,FABG.ST
2024-11-01,FR0000073298,IPS.PA,IPSOS,FR,DELETE,651,595,ISOS.PA
2024-11-01,NL0010558797,OCI.AS,OCI,NL,DELETE,720,461,OCI.AS
2024-11-01,NL0012015705,TKWY.AS,JUST EAT TAKEAWAY.COM NV,NL,DELETE,604,550,TKWY.AS
2024-11-01,FR0013227113,SOI.PA,SOITEC,FR,DELETE,627,582,SOIT.PA
2024-11-01,SE0000163628,EKTA-B.ST,ELEKTA B,SE,DELETE,601,571,EKTAb.ST
2024-11-01,CH0025536027,BCHN.SW,BURCKHARDT CMPSN.HLDG.,CH,ADD,593,626,BCHN.S
2024-11-01,SE0014504817,LOOMIS.ST,LOOMIS,SE,ADD,598,606,LOOMIS.ST
2024-11-01,GB0031215220,CCL.L,CARNIVAL,GB,ADD,542,630,CCL.L
2024-11-01,SE0016828511,EMBRAC-B.ST,EMBRACER GROUP,SE,ADD,551,603,EMBRACb.ST
2024-11-01,NO0003028904,SCH-A.OL,SCHIBSTED GRUPPEN,NO,ADD,576,607,SCHA.OL
2024-11-01,FI4000571013,CGCBV.HE,CARGOTEC CORPORATION,FI,ADD,577,605,CGCBV.HE
2024-11-01,JE00B5TT1872,CEY.L,CENTAMIN,GB,ADD,581,610,CEY.L
2024-11-01,CH0011795959,DOKA.SW,dorma+kaba,CH,ADD,583,616,DOKA.S
2024-11-01,NL0014332678,JDEP.AS,JDE PEET S,NL,ADD,560,601,JDEP.AS
2024-11-01,GB00BKDTK925,TRN.L,TRAINLINE PLC,GB,ADD,588,658,TRNT.L
2024-11-01,DE0006766504,NDA.DE,AURUBIS,DE,ADD,589,638,NAFG.DE
2024-11-01,GB00BNHSJN34,QLT.L,QUILTER,GB,ADD,600,639,QLT.L
2024-11-01,CH0011108872,MOBN.SW,MOBIMO HLDG,CH,ADD,594,604,MOBN.S
2024-11-01,DE000A1PHFF7,BOSS.DE,HUGO BOSS,DE,ADD,596,619,BOSSn.DE
2024-11-01,DE0006070006,HOT.DE,HOCHTIEF,DE,ADD,584,608,HOTG.DE
2024-12-02,AT0000937503,VOES.VI,VOESTALPINE,AT,DELETE,602,587,VOES.VI
2024-12-02,DE000A1PHFF7,BOSS.DE,HUGO BOSS,DE,DELETE,683,596,BOSSn.DE
2024-12-02,SE0001662230,HUSQ-B.ST,HUSQVARNA B,SE,DELETE,620,595,HUSQb.ST
2024-12-02,GB00B2PDGW16,SMWH.L,NEW WH SMITH,GB,DELETE,614,597,SMWH.L
2024-12-02,GB00B1N7Z094,SAFE.L,SAFESTORE HOLDINGS,GB,DELETE,613,592,SAFE.L
2024-12-02,DE0006766504,NDA.DE,AURUBIS,DE,DELETE,610,589,NAFG.DE
2024-12-02,GB00BV9FP302,CCC.L,COMPUTACENTER,GB,DELETE,607,599,CCC.L
2024-12-02,IE00B00MZ448,GFTU.L,GRAFTON GRP,GB,DELETE,604,585,GFTU_u.L
2024-12-02,DK0015998017,BAV-A.CO,BAVARIAN NORDIC,DK,DELETE,603,572,BAVA.CO
2024-12-02,GB0007973794,SRP.L,SERCO GRP,GB,DELETE,601,574,SRP.L
2024-12-02,NL00150003E1,FUGR.AS,FUGRO,NL,DELETE,640,579,FUGR.AS
2024-12-02,GB0008085614,MGNS.L,MORGAN SINDALL GROUP,GB,ADD,598,606,MGNS.L
2024-12-02,NL0012015705,TKWY.AS,JUST EAT TAKEAWAY.COM NV,NL,ADD,473,604,TKWY.AS
2024-12-02,LU1673108939,AT1.DE,AROUNDTOWN (FRA),DE,ADD,577,612,AT1.DE
2024-12-02,PLCCC0000016,CCCP.WA,CCC SA,PL,ADD,580,622,CCCP.WA
2024-12-02,DE000HAG0005,HAG.DE,HENSOLDT,DE,ADD,581,619,HAGG.DE
2024-12-02,GB00B1CKQ739,DNLM.L,DUNELM GROUP,GB,ADD,600,658,DNLM.L
2024-12-02,DK0060952919,NETCG.CO,NETCOMPANY GROUP AS,DK,ADD,590,608,NETCG.CO
2024-12-02,FR0013227113,SOI.PA,SOITEC,FR,ADD,591,627,SOIT.PA
2024-12-02,SE0000163628,EKTA-B.ST,ELEKTA B,SE,ADD,594,601,EKTAb.ST
2024-12-02,GB00BNNTLN49,PNN.L,PENNON GRP,GB,ADD,595,626,PNN.L
2024-12-02,GB00BNC5T391,ROO.L,DELIVEROO A,GB,ADD,589,613,ROO.L
2025-01-02,GB00BNTJ3546,ALLFG.AS,ALLFUNDS GROUP,NL,DELETE,605,574,ALLFG.AS
2025-01-02,DE0005313704,AFX.DE,CARL ZEISS MEDITEC,DE,DELETE,672,596,AFXG.DE
2025-01-02,FR0000127771,VIV.PA,VIVENDI,FR,DELETE,630,298,VIV.PA
2025-01-02,CY0200352116,FRO.OL,FRONTLINE,NO,DELETE,620,579,FRO.OL
2025-01-02,GB00B1CKQ739,DNLM.L,DUNELM GROUP,GB,DELETE,618,600,DNLM.L
2025-01-02,CH1176493729,BANB.SW,BACHEM HOLDING,CH,DELETE,608,563,BANB.S
2025-01-02,SE0000163628,EKTA-B.ST,ELEKTA B,SE,DELETE,607,594,EKTAb.ST
2025-01-02,PLCCC0000016,CCCP.WA,CCC SA,PL,DELETE,606,580,CCCP.WA
2025-01-02,DE0006062144,1COVG.DE,COVESTRO,DE,DELETE,864,455,1COVG.DE
2025-01-02,SE0001174970,TIGOsd-B.ST,MILLICOM INTL.CELU. SDR,SE,DELETE,603,584,TIGOsdb.ST
2025-01-02,AT0000937503,VOES.VI,VOESTALPINE,AT,ADD,599,602,VOES.VI
2025-01-02,GB00BCRX1J15,JUST.L,JUST GROUP,GB,ADD,596,644,JUSTJ.L
2025-01-02,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,ADD,595,617,PIRC.MI
2025-01-02,IE00B00MZ448,GFTU.L,GRAFTON GRP,GB,ADD,592,604,GFTU_u.L
2025-01-02,DE0006766504,NDA.DE,AURUBIS,DE,ADD,590,610,NAFG.DE
2025-01-02,IT0003115950,DLG.MI,DE LONGHI,IT,ADD,579,611,DLG.MI
2025-01-02,DE0005773303,FRA.DE,FRAPORT,DE,ADD,576,626,FRAG.DE
2025-01-02,SE0009806607,MTRS.ST,MUNTERS GROUP AB,SE,ADD,574,609,MTRS.ST
2025-01-02,DE000A1PHFF7,BOSS.DE,HUGO BOSS,DE,ADD,573,683,BOSSn.DE
2025-01-02,FI4000552526,MANT-A.HE,Mandatum,FI,ADD,600,615,MANTA.HE
2025-02-03,NL0012044747,RDC.DE,REDCARE PHARMACY,DE,DELETE,604,571,RDC.DE
2025-02-03,LU1673108939,AT1.DE,AROUNDTOWN (FRA),DE,DELETE,607,587,AT1.DE
2025-02-03,DE0006766504,NDA.DE,AURUBIS,DE,DELETE,608,590,NAFG.DE
2025-02-03,NO0003028904,SCH-A.OL,SCHIBSTED GRUPPEN,NO,DELETE,614,583,SCHA.OL
2025-02-03,GB00BNNTLN49,PNN.L,PENNON GRP,GB,DELETE,620,591,PNN.L
2025-02-03,FI4000571013,CGCBV.HE,CARGOTEC CORPORATION,FI,DELETE,632,594,CGCBV.HE
2025-02-03,IE00B00MZ448,GFTU.L,GRAFTON GRP,GB,DELETE,626,592,GFTU_u.L
2025-02-03,DK0060952919,NETCG.CO,NETCOMPANY GROUP AS,DK,DELETE,664,597,NETCG.CO
2025-02-03,GB00BKDTK925,TRN.L,TRAINLINE PLC,GB,DELETE,629,552,TRNT.L
2025-02-03,GB00BNC5T391,ROO.L,DELIVEROO A,GB,DELETE,642,593,ROO.L
2025-02-03,GB00BCRX1J15,JUST.L,JUST GROUP,GB,DELETE,602,596,JUSTJ.L
2025-02-03,GB0008085614,MGNS.L,MORGAN SINDALL GROUP,GB,DELETE,621,578,MGNS.L
2025-02-03,SE0009806607,MTRS.ST,MUNTERS GROUP AB,SE,DELETE,601,574,MTRS.ST
2025-02-03,DE000KSAG888,SDF.DE,K + S,DE,ADD,566,651,SDFGn.DE
2025-02-03,NL0015000LU4,IVG.MI,IVECO GROUP,IT,ADD,597,675,IVG.MI
2025-02-03,FR0013269123,RUI.PA,RUBIS,FR,ADD,599,612,RUBF.PA
2025-02-03,CY0200352116,FRO.OL,FRONTLINE,NO,ADD,552,620,FRO.OL
2025-02-03,DE0007500001,TKA.DE,THYSSENKRUPP,DE,ADD,556,613,TKAG.DE
2025-02-03,DE000A2LQ884,AG1.DE,AUTO1 GROUP,DE,ADD,560,614,AG1G.DE
2025-02-03,SE0001174970,TIGOsd-B.ST,MILLICOM INTL.CELU. SDR,SE,ADD,581,603,TIGOsdb.ST
2025-02-03,FR0013176526,FR.PA,VALEO,FR,ADD,579,621,VLOF.PA
2025-02-03,SE0000862997,BILL.ST,BILLERUD,SE,ADD,584,610,BILL.ST
2025-02-03,CH0011029946,IFCN.SW,INFICON,CH,ADD,585,616,IFCN.S
2025-02-03,DE0005313704,AFX.DE,CARL ZEISS MEDITEC,DE,ADD,589,672,AFXG.DE
2025-02-03,SE0000163628,EKTA-B.ST,ELEKTA B,SE,ADD,593,607,EKTAb.ST
2025-02-03,DK0015998017,BAV-A.CO,BAVARIAN NORDIC,DK,ADD,596,604,BAVA.CO
2025-02-03,FR0013447729,VRLA.PA,VERALLIA,FR,ADD,582,646,VRLA.PA
2025-03-03,DE0005773303,FRA.DE,FRAPORT,DE,DELETE,610,595,FRAG.DE
2025-03-03,CH0025536027,BCHN.SW,BURCKHARDT CMPSN.HLDG.,CH,DELETE,601,574,BCHN.S
2025-03-03,DE000A1PHFF7,BOSS.DE,HUGO BOSS,DE,DELETE,608,580,BOSSn.DE
2025-03-03,IE0000669501,GL9.IR,GLANBIA,IE,DELETE,609,531,GL9.I
2025-03-03,ES0137650018,FLUI.MC,FLUIDRA,ES,DELETE,612,570,FLUI.MC
2025-03-03,FR0011675362,NEOEN.PA,NEOEN SA,FR,DELETE,868,519,NEOEN.PA
2025-03-03,GB00B3MBS747,OCDO.L,OCADO,GB,DELETE,619,571,OCDO.L
2025-03-03,SE0000163628,EKTA-B.ST,ELEKTA B,SE,DELETE,623,593,EKTAb.ST
2025-03-03,DK0015998017,BAV-A.CO,BAVARIAN NORDIC,DK,DELETE,658,596,BAVA.CO
2025-03-03,SE0023615885,EMBRAC-B.ST,EMBRACER GROUP,SE,DELETE,696,488,EMBRACb.ST
2025-03-03,FR0013227113,SOI.PA,SOITEC,FR,DELETE,707,565,SOIT.PA
2025-03-03,FR0013447729,VRLA.PA,VERALLIA,FR,DELETE,616,582,VRLA.PA
2025-03-03,PLCCC0000016,CCCP.WA,CCC SA,PL,ADD,599,641,CCCP.WA
2025-03-03,GB00BCRX1J15,JUST.L,JUST GROUP,GB,ADD,597,602,JUSTJ.L
2025-03-03,FR0000127771,VIV.PA,VIVENDI,FR,ADD,595,624,VIV.PA
2025-03-03,ES0132105018,ACX.MC,ACERINOX,ES,ADD,593,649,ACX.MC
2025-03-03,BE0003867844,KBCA.BR,KBC ANCORA,BE,ADD,592,619,KBCA.BR
2025-03-03,NL00150006R6,CTPNV.AS,CTP NV,NL,ADD,591,603,CTPNV.AS
2025-03-03,DE0006766504,NDA.DE,AURUBIS,DE,ADD,573,608,NAFG.DE
2025-03-03,GB00BF4HYT85,BGEO.L,LION FINANCE GROUP,GB,ADD,571,612,BGEO.L
2025-03-03,SE0007692850,CAMX.ST,CAMURUS,SE,ADD,570,618,CAMX.ST
2025-03-03,PLBRE0000012,MBK.WA,MBANK,PL,ADD,564,627,MBK.WA
2025-03-03,GB00BNNTLN49,PNN.L,PENNON GRP,GB,ADD,555,620,PNN.L
2025-03-03,IT0005541336,LTMC.MI,LOTTOMATICA GROUP,IT,ADD,553,654,LTMC.MI
2025-03-03,GB00BYT18307,TBCG.L,TBC BANK GROUP,GB,ADD,544,635,TBCG.L
2025-03-03,NO0006390301,MING.OL,SPAREBANK 1 SMN,NO,ADD,598,606,MING.OL
2025-04-01,FR0000127771,VIV.PA,VIVENDI,FR,DELETE,604,595,VIV.PA
2025-04-01,SE0017780133,WALL-B.ST,WALLENSTAM B,SE,DELETE,607,596,WALLb.ST
2025-04-01,DK0010272632,GN.CO,GN STORE NORD,DK,DELETE,608,565,GN.CO
2025-04-01,CY0200352116,FRO.OL,FRONTLINE,NO,DELETE,611,581,FRO.OL
2025-04-01,GB00B7KR2P84,EZJ.L,EASYJET,GB,DELETE,603,566,EZJ.L
2025-04-01,CH0011029946,IFCN.SW,INFICON,CH,DELETE,671,590,IFCN.S
2025-04-01,FR0013176526,FR.PA,VALEO,FR,DELETE,624,585,VLOF.PA
2025-04-01,GB00BCRX1J15,JUST.L,JUST GROUP,GB,DELETE,631,597,JUSTJ.L
2025-04-01,CH0360826991,COTNE.SW,COMET HOLDINGS 'R',CH,DELETE,637,587,COTNE.S
2025-04-01,DK0010234467,FLS.CO,FLSMIDTH & COMPANY,DK,DELETE,619,589,FLS.CO
2025-04-01,SE0007692850,CAMX.ST,CAMURUS,SE,DELETE,602,570,CAMX.ST
2025-04-01,DE0005909006,GBF.DE,BILFINGER,DE,ADD,572,642,GBFG.DE
2025-04-01,NL0012044747,RDC.DE,REDCARE PHARMACY,DE,ADD,599,618,RDC.DE
2025-04-01,ES0132105018,ACX.MC,ACERINOX,ES,DELETE,601,593,ACX.MC
2025-04-01,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,ADD,533,607,ALRR.WA
2025-04-01,ES0118594417,IDR.MC,INDRA SISTEMAS,ES,ADD,551,643,IDR.MC
2025-04-01,GB0009697037,BAB.L,BABCOCK INTERNATIONAL,GB,ADD,573,606,BAB.L
2025-04-01,DE000RENK730,R3NK.DE,RENK,DE,ADD,492,622,R3NK.DE
2025-04-01,DE0005773303,FRA.DE,FRAPORT,DE,ADD,585,610,FRAG.DE
2025-04-01,GB00B3MBS747,OCDO.L,OCADO,GB,ADD,586,619,OCDO.L
2025-04-01,GB00B2QPKJ12,FRES.L,FRESNILLO,GB,ADD,595,690,FRES.L
2025-04-01,PLBIG0000016,MILP.WA,BANK MILLENNIUM,PL,ADD,596,676,MILP.WA
2025-04-01,FR0013447729,VRLA.PA,VERALLIA,FR,ADD,584,616,VRLA.PA
2025-05-01,FR0000130403,DIOR.PA,CHRISTIAN DIOR,FR,DELETE,608,549,DIOR.PA
2025-05-01,DE000A0LD6E6,GXIG.DE,GERRESHEIMER,DE,DELETE,628,569,GXIG.DE
2025-05-01,IT0003115950,DLG.MI,DE LONGHI,IT,DELETE,620,576,DLG.MI
2025-05-01,GB0031215220,CCL.L,CARNIVAL,GB,DELETE,618,590,CCL.L
2025-05-01,GB00BNHSJN34,QLT.L,QUILTER,GB,DELETE,617,577,QLT.L
2025-05-01,SE0007074281,HPOL-B.ST,HEXPOL 'B',SE,DELETE,612,591,HPOLb.ST
2025-05-01,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,DELETE,611,600,PIRC.MI
