event_date,ticker_treated,ticker,Log_MarketCap,Momentum_12m,Volatility_pre,treated
2024-01-02,LSEG.L,ANE.MC,16.033343496588824,-0.2260147671222029,0.01804341674564776,0
2024-01-02,LSEG.L,ANIM.MI,14.951373540368314,0.121267436274991,0.014426035254305884,0
2024-01-02,LSEG.L,ANORA.HE,12.6072292739815,-0.4953256506398024,0.016121576189017443,0
2024-01-02,LSEG.L,ANTIN.PA,12.945740321771854,-0.35782893259014886,0.025931499840474104,0
2024-01-02,LSEG.L,ANTO.L,21.661580057728894,0.0728442250078526,0.021271049225438945,0
2024-01-02,LSEG.L,AO.L,18.251407437174826,0.5649681218626503,0.030621033595923004,0
2024-01-02,LSEG.L,APAM.AS,15.478888561775124,0.14559087254721148,0.018986967840165743,0
2024-01-02,LSEG.L,APR.WA,14.421719246368474,0.612849840338119,0.020056496751492046,0
2024-01-02,LSEG.L,AQ.ST,15.97774650348018,0.4821907654779035,0.01998804891151051,0
2024-01-02,LSEG.L,ARGX.BR,16.818716164411857,-0.024728131833211067,0.031320275885665314,0
2024-01-02,LSEG.L,ARIS.MI,14.121898201358004,-0.416273721474764,0.02174720374747613,0
2024-01-02,LSEG.L,ARISE.ST,14.796480219773558,-0.09112147417207944,0.029151677031435265,0
2024-01-02,LSEG.L,ASA.OL,14.235073316659317,-1.3755021585708667,0.0670381543823143,0
2024-01-02,LSEG.L,ASCE.BR,12.102505457281572,0.014021454425325606,0.01338732347588645,0
2024-01-02,LSEG.L,ASHM.L,19.31886586704807,-0.09000207133991284,0.020128622271297438,0
2024-01-02,LSEG.L,ASML.AS,19.824347661001987,0.2866787007611089,0.017708332812071705,0
2024-01-02,LSEG.L,ASPO.HE,10.870451916831067,-0.2656552553092016,0.012340667718858401,0
2024-01-02,LSEG.L,ASRNL.AS,16.976686476944817,0.027567755548270574,0.018341068822265542,0
2024-01-02,LSEG.L,AT1.DE,16.852239876638404,0.07072593812286289,0.04300593767782136,0
2024-01-02,LSEG.L,ATC.WA,14.559613327499587,0.24872084487896592,0.023769517591944553,0
2024-01-02,LSEG.L,ATEA.OL,15.768679432195007,0.17250734444788135,0.01709836805188838,0
2024-01-02,LSEG.L,ATG.L,18.745946694619487,-0.40162633180099877,0.026860690008887037,0
2024-01-02,LSEG.L,ATRAV.HE,10.944297541041395,0.1877435843993524,0.013777288969426888,0
2024-01-02,LSEG.L,AURG.OL,12.509386439548116,0.05556981081184575,0.007856861286814128,0
2024-01-02,LSEG.L,AUSS.OL,16.50028073758327,-0.10744680915316891,0.017661100039925232,0
2024-01-02,LSEG.L,AUTO.OL,17.389271144576956,0.07858399327442392,0.039697036854071895,0
2024-01-02,LSEG.L,AV.L,21.99663911603901,-0.03135942013277189,0.013009286918892023,0
2024-01-02,LSEG.L,AVON.L,17.87733905029612,-0.2372227132514939,0.02223860282309245,0
2024-01-02,LSEG.L,AXFO.ST,18.128848136484695,-0.01662178813738233,0.014231589655187596,0
2024-01-02,LSEG.L,AYV.PA,14.877519939770103,-0.44350409860101114,0.021280513790307945,0
2024-01-02,LSEG.L,AZE.BR,14.64652043084103,-0.15939685103596749,0.020035150631652333,0
2024-01-02,LSEG.L,AZN.L,23.855139070938137,-0.08423939490061999,0.014273905617003445,0
2024-01-02,LSEG.L,AZT.OL,14.871865567936336,-0.5582543381256423,0.03398042044965745,0
2024-01-02,LSEG.L,B2I.OL,14.470006889688786,-0.04595312357227321,0.015891472033315028,0
2024-01-02,LSEG.L,BAB.L,19.784846665908287,0.3069802024516275,0.019339901086929904,0
2024-01-02,LSEG.L,BAES.L,4.553104978642605,-0.35452202664447535,0.019294500514120544,0
2024-01-02,LSEG.L,BAG.L,18.08877393214465,-0.052887449303377694,0.012097046068852032,0
2024-01-02,LSEG.L,BAIN.PA,11.283708420567581,0.19564624562637817,0.01589865697785259,0
2024-01-02,LSEG.L,BAKKA.OL,17.36555556946226,-0.11892755821023115,0.02259591973002708,0
2024-01-02,LSEG.L,BALCO.ST,13.346949782125762,0.07325447570298671,0.019399706300125018,0
2024-01-02,LSEG.L,BAMI.MI,17.745789218061756,0.3893879864916073,0.020577230300054636,0
2024-01-02,LSEG.L,BANB.SW,15.45533184245774,-0.21635421340853125,0.02457544871592448,0
2024-01-02,LSEG.L,BAR.BR,14.3327524946911,-0.34462860523906674,0.02099905304925281,0
2024-01-02,LSEG.L,BARC.L,22.81726072401301,-0.061430762585698614,0.019381913070855936,0
2024-01-02,LSEG.L,BATS.L,22.948091848926648,-0.37488520145403714,0.013025457270110532,0
2024-01-02,LSEG.L,BAVA.CO,18.232421696448803,-0.2342955932372004,0.03326985111160529,0
2024-01-02,LSEG.L,BBVA.MC,18.601784193225214,0.4219408492969176,0.01745903749874586,0
2024-01-02,LSEG.L,BCG.L,18.17832549708018,0.492087629674521,0.021759720669600035,0
2024-01-02,LSEG.L,BCHN.SW,14.802056381938096,-0.0634540990590101,0.016883853337406808,0
2024-01-02,LSEG.L,BCP.LS,16.851976052350285,0.5848028035993,0.021790741564835174,0
2024-01-02,LSEG.L,BEKB.BR,14.55110701638195,0.26160121466799263,0.013689592013945026,0
2024-01-02,LSEG.L,BESI.AS,18.058546026759373,0.9026042288068471,0.02412603506971302,0
2024-01-02,LSEG.L,BETCO.ST,16.42253341534939,0.6742240673299812,0.026250518660977513,0
2024-01-02,LSEG.L,BEWI.OL,14.608061072958002,-0.6036565801225249,0.0286490135041963,0
2024-01-02,LSEG.L,BFF.MI,15.406689261117485,0.41880195516610014,0.014588588458019526,0
2024-01-02,LSEG.L,BFG.MI,12.707004724685971,0.028518821398733143,0.011964564839890082,0
2024-01-02,LSEG.L,BFIT.AS,14.910577415482367,0.1063079406480181,0.020264583468838457,0
2024-01-02,LSEG.L,BFSA.DE,14.713540321392772,-0.23498538408012423,0.024445947696762196,0
2024-01-02,LSEG.L,BFT.WA,15.179112076939312,0.9814848289369547,0.02767107045171454,0
2024-01-02,LSEG.L,BGEO.L,19.85769418697241,0.4195801406821339,0.02216407276281808,0
2024-01-02,LSEG.L,BGN.MI,15.794054858806657,0.09466112486088758,0.012216472713356689,0
2024-01-02,LSEG.L,BHW.WA,14.903389795744985,0.38772170095124886,0.01592354739923779,0
2024-01-02,LSEG.L,BICO.ST,16.82052617335521,-0.6434788520513618,0.05330785822969343,0
2024-01-02,LSEG.L,BIKE.DE,9.90671669784459,-0.996228525112902,0.03286674850044109,0
2024-01-02,LSEG.L,BILL.ST,17.889768727322192,-0.14724211375027552,0.019979269345276326,0
2024-01-02,LSEG.L,BINV.ST,14.507048752925828,-0.5736816528967525,0.028590460496736494,0
2024-01-02,LSEG.L,BITTI.HE,11.222156673865205,0.1784705231271319,0.023200706780787905,0
2024-01-02,LSEG.L,BKT.MC,16.566645664152077,-0.01734472991351798,0.01759520930290979,0
2024-01-02,LSEG.L,BLND.L,21.420233686131777,-0.0206219725381768,0.020451005047417318,0
2024-01-02,LSEG.L,BMAX.ST,15.783534340058543,-0.301684794656104,0.024413795218560973,0
2024-01-02,LSEG.L,BMED.MI,15.891864147287276,0.14216375611201293,0.013741001105549195,0
2024-01-02,LSEG.L,BMPS.MI,17.55222270988886,0.39598953146949994,0.03293440898419121,0
2024-01-02,LSEG.L,BMX.WA,11.434547406386747,-0.4226781325712598,0.01694091082628643,0
2024-01-02,LSEG.L,BNOR.OL,16.140110861024844,0.2256591909688015,0.0179828385363996,0
2024-01-02,LSEG.L,BNZL.L,21.685460630482076,0.13132150287659797,0.0098443496729744,0
2024-01-02,LSEG.L,BO.CO,14.197330550019009,0.09230643687957633,0.030479785504446376,0
2024-01-02,LSEG.L,BOL.ST,19.708429343987124,-0.16969508228184543,0.022609023652374185,0
2024-01-02,LSEG.L,BONEX.ST,17.13326299143231,0.8498693754309801,0.0233810979378447,0
2024-01-02,LSEG.L,BONHR.OL,15.232105314661203,-0.13317620660847979,0.022841705996990994,0
2024-01-02,LSEG.L,BOOT.L,16.48035021743811,-0.12173659113237187,0.020236667778747504,0
2024-01-02,LSEG.L,BOOZT.ST,16.913026579021903,0.10675760074851189,0.03117904976434337,0
2024-01-02,LSEG.L,BOSS.DE,16.64885884688695,0.22877877870721114,0.015495277434437377,0
2024-01-02,LSEG.L,BOUV.OL,14.587358581487727,0.04660169356021452,0.016605727615702028,0
2024-01-02,LSEG.L,BOWL.L,18.553336515669812,0.2539628900124118,0.01838538059255986,0
2024-01-02,LSEG.L,BOY.L,19.032283163280525,0.016440572409214312,0.01718170802385248,0
2024-01-02,LSEG.L,BP.L,23.800539039062958,-0.03578880646934221,0.016964533874765934,0
2024-01-02,LSEG.L,BPOST.BR,13.932489518439892,0.03688926298398588,0.024236236479321417,0
2024-01-02,LSEG.L,BRAV.ST,16.724894723317455,-0.3049849695330366,0.021640604597956366,0
2024-01-02,LSEG.L,BRBY.L,21.582771661980246,-0.3779315840867987,0.018641671474332648,0
2024-01-02,LSEG.L,BREE.L,19.981105542819872,0.178220898445297,0.016638597578973097,0
2024-01-02,LSEG.L,BSS.MI,13.97705355252011,0.0009632850666288124,0.019985856679506912,0
2024-01-02,LSEG.L,BTRW.L,21.609822443790506,0.3064646318451965,0.017889820933464997,0
2024-01-02,LSEG.L,BUFAB.ST,17.022556010448977,0.5081861037119628,0.02364783423701339,0
2024-01-02,LSEG.L,BULTEN.ST,15.158352443835552,0.30155551107356954,0.025610832575558816,0
2024-01-02,LSEG.L,BURE.ST,16.634890107981914,0.12341187188157211,0.02162992482896067,0
2024-01-02,LSEG.L,BVB.DE,13.404667444279099,-0.06088604796625718,0.02857207539616277,0
2024-01-02,LSEG.L,BVI.PA,16.397990313252908,-0.03919413026422124,0.01071152607615353,0
2024-01-02,LSEG.L,BWE.OL,15.696101044444742,0.023989133215562987,0.024896433925693642,0
2024-01-02,LSEG.L,BWLPG.OL,17.764428935864437,0.7111609660698416,0.02921888735449227,0
2024-01-02,LSEG.L,BWO.OL,15.729317601133408,-0.09722982364550486,0.021211852677249437,0
2024-01-02,LSEG.L,BWY.L,20.494924927405982,0.2689765718202926,0.018452753274201355,0
2024-01-02,LSEG.L,BYG.L,20.154096990125232,0.03198694870706729,0.018570700643351902,0
2024-01-02,LSEG.L,BYIT.L,19.93313370236483,0.4684596574971546,0.017254962183060062,0
2024-01-02,LSEG.L,BZU.MI,15.904317048732205,0.4286843986623211,0.014818702135640596,0
2024-01-02,LSEG.L,CABK.MC,17.48375181985495,0.07171316309395877,0.01632777919183194,0
2024-01-02,LSEG.L,CADLR.OL,16.034743743587832,0.1895084148806767,0.0191563941850918,0
2024-01-02,LSEG.L,CAF.MC,14.015939642099662,0.21836137354170296,0.013043957906544857,0
2024-01-02,LSEG.L,CAMX.ST,17.658205570306023,0.7465950150033583,0.022134541144872292,0
2024-01-02,LSEG.L,CAPMAN.HE,12.023450582376137,-0.12890771909236354,0.01523519310777467,0
2024-01-02,LSEG.L,CAPSL.OL,13.290561937460321,0.14481168191623964,0.031811078807612525,0
2024-01-02,LSEG.L,CARM.PA,13.457513589294914,0.21992881928374272,0.015586847081722336,0
2024-01-02,LSEG.L,CAST.ST,19.28316088186001,0.2602337295667509,0.025704596018302404,0
2024-01-02,LSEG.L,CATE.ST,17.003071447346336,0.18321489978401084,0.020500780504119655,0
2024-01-02,LSEG.L,CBRAIN.CO,15.800078945429481,0.49943242303104846,0.029102022750700528,0
2024-01-02,LSEG.L,CCC.L,20.29825409999443,0.36487334717048653,0.01740182102217822,0
2024-01-02,LSEG.L,CCH.L,21.469627365722214,0.17347813749269964,0.01148991099174539,0
2024-01-02,LSEG.L,CCL.L,21.00661868813685,0.7965632724782691,0.032978255071179643,0
2024-01-02,LSEG.L,CDR.WA,17.55070148595828,-0.10975145652606748,0.027017859040154125,0
2024-01-02,LSEG.L,CEVI.ST,15.15169178011086,-0.10977015260019325,0.0328455858095391,0
2024-01-02,LSEG.L,CFEB.BR,10.84766654384587,-0.21811414962226347,0.018575934365005303,0
2024-01-02,LSEG.L,CGEO.L,18.073852424649292,0.34196675593885356,0.013643568213275958,0
2024-01-02,LSEG.L,CHEMM.CO,17.10011325338887,-0.5718041093412817,0.03529763120107077,0
2024-01-02,LSEG.L,CHG.L,19.461190294507293,0.16584170255945851,0.01637514140265415,0
2024-01-02,LSEG.L,CIBUS.ST,17.391741557880493,-0.0864093904621342,0.021313189809395918,0
2024-01-02,LSEG.L,CIG.WA,14.787158946683265,-0.1646645951924395,0.04876813434733061,0
2024-01-02,LSEG.L,CINT.ST,16.968863072252624,-1.3530163229691674,0.07252487163256048,0
2024-01-02,LSEG.L,CKN.L,19.096622232574507,0.01143841651251801,0.016705898144307688,0
2024-01-02,LSEG.L,CLC.WA,12.255229335361516,-0.4218206531000614,0.031196454448248055,0
2024-01-02,LSEG.L,CLNX.MC,17.61055978664143,0.1320711957600303,0.016208125045257756,0
2024-01-02,LSEG.L,CLOUD.OL,15.026816272380932,-0.05715835884143029,0.023838796296185863,0
2024-01-02,LSEG.L,CMBT.BR,15.140258482915295,0.18314692389276716,0.027143597869560106,0
2024-01-02,LSEG.L,CMP.WA,12.652532561379948,0.5816393652225845,0.014400536925608042,0
2024-01-02,LSEG.L,CNA.L,22.326771702943226,0.42539844291721157,0.015361326677397046,0
2024-01-02,LSEG.L,CNDF.PA,10.407787569841235,-0.23204061666509757,0.014920984845179869,0
2024-01-02,LSEG.L,CNE.L,18.07565988846956,-1.546845643802596,0.06043106345874789,0
2024-01-02,LSEG.L,COA.L,19.07281524326371,0.15513534482930424,0.021068179145842164,0
2024-01-02,LSEG.L,COFA.PA,14.582203090799313,0.06274099444557285,0.014486452448371082,0
2024-01-02,LSEG.L,COFB.BR,15.175882236680232,-0.1079774562399222,0.017152320744575233,0
2024-01-02,LSEG.L,COL.MC,15.645262926297818,0.10660394271038369,0.01834639924202551,0
2024-01-02,LSEG.L,COLR.BR,15.37524146109212,0.6723279256424756,0.018454409421041117,0
2024-01-02,LSEG.L,COOR.ST,15.779976944032647,-0.25910175667028595,0.02257407060858632,0
2024-01-02,LSEG.L,CPG.L,22.98701406541964,0.09595990941081753,0.009706020502437409,0
2024-01-02,LSEG.L,CPI.L,18.723456555073685,-0.13580157638859838,0.031888007566065475,0
2024-01-02,LSEG.L,CPINV.BR,13.14541065088454,-0.0012777519255352035,0.018420804391009793,0
2024-01-02,LSEG.L,CPS.WA,16.05483392422738,-0.36716310344768655,0.02269133123127315,0
2024-01-02,LSEG.L,CRBP2.PA,10.890540715159606,0.053596070628294225,0.011775344307787598,0
2024-01-02,LSEG.L,CRDA.L,21.61844012351826,-0.27204406477686044,0.019243245976801906,0
2024-01-02,LSEG.L,CRE.L,18.96164040858188,0.07022593176320269,0.01296805942454551,0
2024-01-02,LSEG.L,CRH.L,23.342826749560622,0.463084951247688,0.01541269114382003,0
2024-01-02,LSEG.L,CRJ.WA,12.798180760284126,-0.08372652423394616,0.019096633627476232,0
2024-01-02,LSEG.L,CRM.WA,10.942273004161292,-0.41897882115196117,0.019754432654429492,0
2024-01-02,LSEG.L,CRST.L,19.17183905493877,-0.11471663047420164,0.025013965266652536,0
2024-01-02,LSEG.L,CS.ST,13.921922945813106,0.578867695439487,0.041780806250195236,0
2024-01-02,LSEG.L,CTEC.L,21.130354527845853,0.04803121531769535,0.01352230454691976,0
2024-01-02,LSEG.L,CTEK.ST,14.757035524703026,-0.5307613418504864,0.03373779212833138,0
2024-01-02,LSEG.L,CTPNV.AS,14.044836803816635,0.3452171334311737,0.016775394603855884,0
2024-01-02,LSEG.L,CTT.LS,13.724568090391319,0.1374434890706292,0.012675803850395604,0
2024-01-02,LSEG.L,CTY1S.HE,13.90631510942627,-0.1194390343815623,0.013688138128029497,0
2024-01-02,LSEG.L,CURY.L,18.868941315614965,-0.11844281666827618,0.025532439098894872,0
2024-01-02,LSEG.L,CWK.L,19.763629755048253,0.20851788129292276,0.01256287278733461,0
2024-01-02,LSEG.L,CWR.L,18.647301263699326,-0.677433522411497,0.041239608610148644,0
2024-01-02,LSEG.L,DAL.MI,13.500989197047312,-0.19015827848238492,0.02212322608269822,0
2024-01-02,LSEG.L,DANSKE.CO,19.26344441410483,0.29717478060468583,0.016219918061043778,0
2024-01-02,LSEG.L,DBC.WA,11.402290423066274,0.2776962188132723,0.014501411928537543,0
2024-01-02,LSEG.L,DBG.PA,13.815483716848846,-0.06510545501266024,0.021317748539641274,0
2024-01-02,LSEG.L,DBV.PA,12.467594254338874,-0.5238288753466163,0.031117583154265886,0
2024-01-02,LSEG.L,DCC.L,21.119682234266456,0.33398282695248555,0.015044493041102256,0
2024-01-02,LSEG.L,DCR.WA,11.275467464765809,0.5732585900143147,0.01796172745392363,0
2024-01-02,LSEG.L,DEC.L,19.210609902802418,-0.7146138289487585,0.02425204450395277,0
2024-01-02,LSEG.L,DECB.BR,11.959499267805043,-0.06875860096196822,0.01731899988797167,0
2024-01-02,LSEG.L,DEMANT.CO,18.39211195534476,0.4020924236295252,0.02082744539013482,0
2024-01-02,LSEG.L,DEME.BR,13.773752630111916,-0.10758375489956354,0.014518780428147922,0
2024-01-02,LSEG.L,DFDS.CO,16.511351373279666,-0.1497374228290423,0.017621419680530742,0
2024-01-02,LSEG.L,DGE.L,23.154269037839327,-0.23474017607937356,0.013435039496508441,0
2024-01-02,LSEG.L,DHER.DE,16.56518841063707,-0.5701275274894754,0.03265018650925481,0
2024-01-02,LSEG.L,DIB.MI,13.24080833567388,-0.7386095546367026,0.024786636471003317,0
2024-01-02,LSEG.L,DIGIA.HE,10.530157072544961,-0.03341045046194277,0.017970909628823546,0
2024-01-02,LSEG.L,DIOS.ST,16.725601919511696,0.15438378851893333,0.023008527447908732,0
2024-01-02,LSEG.L,DKSH.SW,15.133939265427465,-0.17176665622224419,0.011279052232696736,0
2024-01-02,LSEG.L,DLG.MI,14.96057460573442,0.3561340542626375,0.021059969313681412,0
2024-01-02,LSEG.L,DLN.L,20.314251010219365,-0.024751228525046375,0.020037539656534344,0
2024-01-02,LSEG.L,DNB.OL,19.490410558809337,0.16643085377114766,0.012687949088513919,0
2024-01-02,LSEG.L,DNLM.L,19.776018406575027,0.10235664963540049,0.01808318595940067,0
2024-01-02,LSEG.L,DNO.OL,16.90744718809309,-0.11366826355542141,0.025384995130067232,0
2024-01-02,LSEG.L,DNORD.CO,17.432029816604956,-0.14076404758645972,0.02519736473689029,0
2024-01-02,LSEG.L,DNP.WA,18.44147142100253,0.22140861228419692,0.01827853378714958,0
2024-01-02,LSEG.L,DNR.MI,14.616927643417975,0.08526473478709408,0.02366975808906899,0
2024-01-02,LSEG.L,DOCS.L,19.36201037742132,-0.7935872657116259,0.03760026797181317,0
2024-01-02,LSEG.L,DOKA.SW,14.680717126755598,0.27358275236120205,0.017258778881196354,0
2024-01-02,LSEG.L,DOM.L,19.67928754017742,0.24981405146479907,0.018314941230822453,0
2024-01-02,LSEG.L,DPLM.L,20.834423637339864,0.23937752906075332,0.01587018056737535,0
2024-01-02,LSEG.L,DRX.L,20.79894770636792,-0.3153637988975339,0.020585100720202042,0
2024-01-02,LSEG.L,DSCV.L,18.64944189641831,0.07366421492129406,0.02100049049494007,0
2024-01-02,LSEG.L,DSV.CO,19.772800077016147,0.05666519295290374,0.017411740971876387,0
2024-01-02,LSEG.L,DUNI.ST,15.58538288012576,0.19461022638103778,0.01827745028784857,0
2024-01-02,LSEG.L,DUST.ST,16.023312171863942,-0.8331746483158973,0.03190684116750253,0
2024-01-02,LSEG.L,DYVOX.ST,15.620037872711505,0.6433395135501874,0.025129780878046397,0
2024-01-02,LSEG.L,EAPI.PA,14.398478325686897,-0.8865329344267757,0.06268762457862428,0
2024-01-02,LSEG.L,EBRO.MC,13.407022643820843,0.07466195921446994,0.008317572500877078,0
2024-01-02,LSEG.L,ECH.WA,12.479350001983972,0.2772118085577572,0.01502920999706838,0
2024-01-02,LSEG.L,ECMPA.AS,13.588267757534787,0.023911870242551196,0.014060518191326546,0
2024-01-02,LSEG.L,ECNL.MI,12.285153602581556,-0.5042774673685533,0.02880396750712684,0
2024-01-02,LSEG.L,ECONB.BR,12.284189617206055,-0.11224911293136518,0.021536772688345727,0
2024-01-02,LSEG.L,ECR.MC,12.752631995330914,-0.20467788358721106,0.019718671652295794,0
2024-01-02,LSEG.L,EDEN.PA,16.99213960005903,0.08900986047655685,0.01314084817121096,0
2024-01-02,LSEG.L,EDP.LS,17.11168985837842,0.0012888755290344763,0.012715408067969473,0
2024-01-02,LSEG.L,EDPR.LS,16.416522030565893,-0.10017983370316795,0.01819408675340176,0
2024-01-02,LSEG.L,EFGN.SW,14.477630466657242,0.2428028047860992,0.014436301752956382,0
2024-01-02,LSEG.L,EGLA.MI,14.353432111634199,-0.34839763444065963,0.025812143077950423,0
2024-01-02,LSEG.L,ELABS.OL,14.94065338210528,-0.2712627629982757,0.03514662220017857,0
2024-01-02,LSEG.L,ELE.MC,16.92457914742183,0.13279151372900494,0.010690599262198099,0
2024-01-02,LSEG.L,ELI.BR,15.63123077963706,-0.15435654723387698,0.015035947814196673,0
2024-01-02,LSEG.L,ELIOR.PA,14.536344600607675,-0.1655838158270386,0.036254425228698976,0
2024-01-02,LSEG.L,ELIS.PA,15.598144106479316,0.3324236773165998,0.014724527968046545,0
2024-01-02,LSEG.L,ELISA.HE,16.08119580269006,-0.13456283909860692,0.009457961542771011,0
