date,ric,ticker,name,Country
2024-02-01,CRDI.MI,CRDI.MI,UNICREDIT,IT
2024-02-01,CRH.L,CRH.L,CRH,GB
2024-05-01,ENEI.MI,ENEI.MI,ENEL,IT
2024-08-01,ENEI.MI,ENEI.MI,ENEL,IT
2024-12-02,HOLN.S,HOLN.S,Holcim,CH
2025-04-01,ENEI.MI,ENEI.MI,ENEL,IT
2025-04-01,RHMG.DE,RHMG.DE,RHEINMETALL,DE
2025-06-02,ENR1n.DE,ENR1n.DE,SIEMENS ENERGY,DE
2025-08-01,DBKGn.DE,DBKGn.DE,DEUTSCHE BANK,DE
2026-02-02,DBKGn.DE,DBKGn.DE,DEUTSCHE BANK,DE
