event_date,ticker_treated,ticker_control,score_treated,score_control,distance,SMD_MarketCap,SMD_Momentum,SMD_Vol,match_valid
2024-01-02,PRX.AS,DNB.OL,0.0015445977033618408,0.0015444993241630746,9.837919876616238e-08,-0.34122805496826863,-0.7049222575584242,0.7600554360227385,True
2024-02-01,NG.L,AZN.L,0.019670869416141094,0.019230482474924072,0.00044038694121702193,-0.2840226872421143,0.034238016709874454,-0.21813802596692305,True
2024-02-01,INGA.AS,BOY.L,0.0016674759933251212,0.0016622899556960498,5.186037629071423e-06,-0.11671309915191236,0.1919764363055145,-0.055965081730093215,True
2024-03-01,GLEN.L,BP.L,0.05670280889541145,0.06120182737146692,0.004499018476055473,-0.14312948897280284,-0.2762050022208827,0.296940977346482,True
2024-03-01,RKT.L,AZN.L,0.026221282472222936,0.02654269061180465,0.00032140813958171296,-0.29665228532566634,-0.2093018397374706,-0.11639166195535598,True
2024-04-02,RACE.MI,LSEG.L,0.01760025464056786,0.017567008345226696,3.324629534116191e-05,-1.5470347367239694,0.6982655633854962,0.3516912881334804,True
2024-05-01,LSEG.L,ULVR.L,0.0810915334013541,0.055340703837952164,0.025750829563401932,-0.10564045849425772,0.3108052481233332,-0.08484512435669556,False
2024-06-03,STLAM.MI,SNI.OL,0.002656706365095261,0.002656257847726543,4.4851736871786077e-07,0.5894115541160612,-0.5029829655224809,-0.154976285100678,True
2024-06-03,ITX.MC,BBVA.MC,0.005171551242305151,0.0052879275622818725,0.00011637631997672183,-0.04053883856201541,-0.36984920307728925,-0.14372651105854128,True
2024-08-01,PRX.AS,TBCG.L,0.0014122226780087742,0.0014126845423069474,4.61864298173173e-07,-0.30639110825779964,-0.5285856447464458,-0.22861591201241446,True
2024-09-02,GLEN.L,AZN.L,0.026589242206352608,0.02568580839761364,0.0009034338087389668,-0.2472616259060694,-0.7049078592168129,0.20775183170157868,True
2024-10-01,CPG.L,AZN.L,0.021534925694865256,0.021939538916337698,0.00040461322147244266,-0.3250733495030232,0.29931654514035816,-0.22053391504855155,True
2024-10-01,RACE.MI,HEM.ST,0.003881408004291846,0.0039102492329852875,2.884122869344129e-05,0.23743329704059926,-0.6092672598616589,-0.4188112597336737,True
2024-11-01,INGA.AS,BNZL.L,0.006231508055858286,0.00611164043219864,0.00011986762365964569,-0.9293849251622996,0.5236880662274784,0.13905257141006222,True
2024-12-02,BBVA.MC,JYSK.CO,0.0014402243777159288,0.0014403764377402943,1.5206002436547739e-07,0.12840478068276764,0.12543564970513862,0.20414743476713557,True
2025-01-02,ABI.BR,MNG.L,0.016568869381046517,0.016288135799148857,0.0002807335818976603,-0.9793943851014844,-0.15546018896484784,0.030917655169860152,True
2025-04-01,ITX.MC,RENE.LS,0.0020890161165060313,0.0020920314330026713,3.0153164966399693e-06,1.2790347339026789,-0.63172880341135,0.35688818425435126,True
2025-04-01,DGE.L,CRDA.L,0.9602740410035447,0.05469780967954393,0.9055762313240008,0.5745002564546068,0.2843868355697188,-0.17598705832299735,False
2025-04-01,CPG.L,HLN.L,0.022739413584912938,0.024925727810949896,0.002186314226036958,0.022434311360018576,-0.15804962648395804,0.011285332935219747,True
2025-05-01,INGA.AS,BREE.L,0.002587522178629175,0.0025798444893946975,7.677689234477422e-06,-0.2640623334367543,-0.051899349359340194,-0.09532883210595165,True
2025-06-02,RIO.L,BP.L,0.06950021891519388,0.06869652825045858,0.0008036906647353043,-0.07671948345656407,0.17229088377547178,-0.22970292280289217,True
2025-06-02,DGE.L,RIO.L,0.12976298128154456,0.13074937962560043,0.0009863983440558666,-0.1502287275214048,-0.12546068913821382,0.05143641778087748,True
2025-08-01,LSEG.L,GSK.L,0.022701388303818324,0.023297993028555907,0.000596604724737583,-0.052186026734295794,0.02387770355529491,-0.09272726106437922,True
2025-08-01,ABI.BR,INVP.L,0.002834388626586838,0.002824886383053486,9.502243533352113e-06,-0.569958854243795,0.0007776526107928219,-0.08120275555669405,True
2025-12-01,BAES.L,ULM.WA,0.9810708183379203,0.024538399081451293,0.956532419256469,-0.7637526254356536,-0.537481313884152,0.29474056419185307,False
2026-02-02,PRX.AS,R3NK.DE,0.001502465184716109,0.0015024102307189876,5.4953997121517245e-08,0.2905681457048739,-1.15691977468217,-0.8789023010737049,True
2026-02-02,REL.L,LSEG.L,0.993400959073086,0.012474625169391613,0.9809263339036944,-0.020306548402609315,-0.13003807877001086,-0.14772770762161097,False
