iteration,beta_placebo,p_value
116,0.05927484079148974,0.8056088418444987
117,0.05311057070845401,0.8308666888573866
118,0.10147045180325177,0.7039825954436503
119,-0.26660610439379323,0.1946519652163361
120,-0.13140827723089699,0.5422999564617812
121,-0.2285691258417916,0.331993815530522
122,0.0816869937811332,0.7398132815698757
123,-0.07446882144702689,0.7587761295625377
124,-0.12557364403093932,0.5949415521052894
125,-0.028029472124203293,0.9041267127587651
126,0.21706805262249831,0.38207585065766314
127,0.047050265611177144,0.8300420196587721
128,0.22131934797464448,0.3019198426500749
129,-0.19615451246781362,0.32795522229091345
130,0.09221421945839921,0.7077948726260399
131,-0.09875140179669731,0.6932331846798716
132,-0.08310624910294452,0.7319321729547585
133,0.08035980772701559,0.7483576649630512
134,-0.05710149019778254,0.8144595726758275
135,-0.1578677443686457,0.5037911025128765
136,0.11656177854884256,0.5908387468069429
137,-0.13847947887971007,0.5137932015204076
138,0.054025696497418785,0.8015102923464688
139,0.12937942360770274,0.6019278756766693
140,-0.2653024565258827,0.21253080625150367
141,-0.07905651739915445,0.731701997096287
142,0.09856799484262,0.6437179215404547
143,-0.04738122315183616,0.7983042583506048
144,-0.1742332938170602,0.4937756783566942
145,0.04313205488051549,0.8357065369678454
146,-0.047453851297413537,0.8588182595862519
147,0.012574955048536939,0.9619027423732394
148,-0.07552886565965532,0.6901086414030071
149,0.10399021838368844,0.6429279528474328
150,-0.12629459176462882,0.5839663602801974
151,0.07844901342747133,0.7351734073682334
152,0.1759237301715002,0.4890616142963964
153,0.0707827803709068,0.7749776802035506
154,-0.06888065069167681,0.7758546025936826
155,-0.17427186565803854,0.44229677900682063
156,0.061812979022893864,0.762893493808747
157,-0.01110132094886805,0.9581084822649064
158,-0.17625507035807667,0.4465930041448467
159,0.20147947639682823,0.4137760428389561
160,0.07834213026079408,0.713473485805769
161,0.09528219915447046,0.6234299906238698
162,0.21225029247690164,0.3977733809277977
163,0.17575373355158405,0.5156236496719648
164,0.013768206288554522,0.9577915236008878
165,-0.00859916816436304,0.969033941248572
166,0.11120456350715423,0.6139647328561946
167,0.07386410955917379,0.7573044687969617
168,-0.16157457831598376,0.46845237612692925
169,0.09931342947672724,0.687814381053649
170,-0.06781146601404923,0.7587760854591361
171,-0.02189216631608114,0.9226238087781198
172,0.02681080865781873,0.9108274627272168
173,-0.09702950134442395,0.6663249309659298
174,-0.12676870990802952,0.6239516558045768
175,0.422449069810991,0.1374963578877113
176,-0.06468018936997869,0.7729476437065865
177,-0.21066857081152637,0.3742690012036456
178,0.10006898734738051,0.6674504493383098
179,0.0559687729514567,0.8154752217472045
180,0.09545117638468158,0.6892965842181158
181,-0.035568584171905726,0.8874184428780381
182,-0.13766093034893473,0.535829248908732
183,-0.09255533451588814,0.6643172679139906
184,-0.08536771967188984,0.729716373948913
185,0.33407438619644536,0.12068920253600823
186,0.019932716338848865,0.932774418764545
187,-0.18482295019269573,0.36576666241019384
188,-0.07474109258015695,0.7177309586818963
189,-0.11636488739858539,0.62837550051702
190,-0.03845145641382222,0.8648078652638593
191,0.016518014887592303,0.9383604252028355
192,0.04030506718169754,0.8651436201062443
193,-0.051372012115673396,0.8345443762295734
194,0.025337402966978888,0.9185522908180606
195,0.1397821571469187,0.50337108160898
196,-0.0526395580834125,0.7823980605670839
197,-0.3063230602005178,0.20289929258793582
198,0.03696652847377206,0.8729299560755237
199,0.2638412267526395,0.21606674483830268
200,0.01438682012829324,0.9505415937041557
201,-0.05979395994229751,0.7674282052919115
202,-0.04396819262967423,0.8398282550111231
203,-0.15767161525994425,0.4197582487218363
204,-0.22175240113092543,0.3207823978031834
205,-0.10605312151480518,0.6435543518101094
206,0.028389975209308128,0.9052555890243967
207,-0.1781108356601625,0.4276462294123493
208,0.034568089605403966,0.8767815974610818
209,-0.005859636177887505,0.9807650734776985
210,-0.03302838536094646,0.9041125269099048
211,-0.015091551846524479,0.9434610605896183
212,-0.16854152871480232,0.44028232139257395
213,0.16837608485886346,0.5166922663566749
214,-0.16849670724554577,0.49315880464754036
215,0.04672845222201616,0.8231996281966052
216,0.1496774936567615,0.5284907603271849
217,-0.053626068327629506,0.8346600610151773
218,-0.041896775506855034,0.8204926266993144
219,0.046695782305436404,0.8427750493882531
220,-0.23975262738917555,0.3243170747486459
221,-0.01715055200582887,0.9362038267458133
222,0.06569980864573174,0.7546012268570421
223,0.017222132891317406,0.9338351907520295
224,-0.15421025759091334,0.39236705778340175
225,-0.0013290981716518897,0.9957398474506602
226,0.03962807382170486,0.8415762019405106
227,0.07891008770839214,0.7153721818814982
228,-0.04511644279894166,0.8494462265675469
229,-0.01546703930955321,0.9407258998194588
230,-0.12287916057948627,0.6233857129827314
231,-0.26302291417521184,0.21890303193654526
232,-0.1037023810187835,0.6004996231768445
233,-0.29997552136769656,0.18192263617408
234,0.005310319029569177,0.9812901236335263
235,-0.05153586044000252,0.824130848574278
236,0.0810527126831041,0.7238686215539523
237,0.0067918800172768355,0.9744340712595769
238,-0.032071717994076654,0.899071751770097
239,0.09074533966922514,0.6665358238969485
240,0.09351629370793565,0.6738319340478878
241,-0.194170119910446,0.3716049607953662
242,0.06842708667308214,0.7943079833317668
243,0.012647942571984391,0.9569456965928236
244,0.035150812708435814,0.8875607162704133
245,0.10397833312909213,0.631225739150729
246,-0.22643407253478826,0.3009121390927998
247,0.13692208071077747,0.4557517008656753
248,0.16731661527470454,0.5032211475856783
249,-0.05838282681166807,0.8092281295098678
250,0.20436678377325593,0.33379231586395264
251,-0.1402374177490791,0.48351185387455686
252,0.10264982715171231,0.643594552165351
253,0.10576646590427487,0.6809298044359444
254,0.09761010653518593,0.6266532325193781
255,0.030879303763028127,0.8990232633866679
256,-0.04115975945064522,0.8411726673995585
257,-0.0237663144245769,0.9247207000944415
258,-0.04924213181412652,0.8158382329833862
259,0.11961115149019681,0.5519186948983377
260,-0.16451503610882356,0.4666324127269328
261,-0.001410000492318966,0.9954192250673564
262,-0.16929711620206864,0.39790701595610334
263,0.0975263950938698,0.6738894012146286
264,0.1257253854194097,0.6093373489008016
265,0.10393614366553541,0.6771009410086091
266,0.06320989515454595,0.7713344974596963
267,-0.16081108697788316,0.5440862317657011
268,0.07371897778759542,0.7472158861763609
269,-0.08918762546020574,0.5899782403247058
270,-0.04668324861869385,0.8502201959602353
271,-0.026289926430533118,0.9217925043433606
272,-0.09196561672852475,0.6734687299530351
273,-0.15823593636130792,0.46928597579228293
274,0.10638180759867188,0.6131686939729262
275,-0.1175456068974029,0.5984741816283803
276,0.010601734567018113,0.9662079149682818
277,0.07229233914069796,0.7597674183747181
278,0.034281289802636616,0.8877010417623987
279,-0.1872676436853639,0.4261557791761419
280,-0.1655709983621124,0.45804410018434294
281,-0.07592801994101908,0.7537165966686583
282,0.0872810266096223,0.7209583084498083
283,-0.09206452458973045,0.6677115589973748
284,0.048655630211346106,0.8283543448728308
285,-0.023580345775655237,0.9233661655422198
286,-0.045715306726736904,0.8301988545035213
287,-0.17782241430252588,0.37653270295920915
288,-0.03850773120474113,0.880042693202628
289,0.018815064653539673,0.9250419919858466
290,0.07746213996738491,0.7187371270185872
291,0.11192818495908152,0.6404183112148103
292,-0.12357655244389137,0.5898272205467316
293,0.09742170806370815,0.6848745758146406
294,0.04690331876011907,0.8426021736502822
295,-0.034043835284828884,0.8737706326140793
296,0.18072008027052464,0.4753437919597767
297,-0.045977092685083376,0.8565729618932139
298,-0.026813734934909374,0.9016433814437022
299,-0.08017572240474348,0.723956683344539
300,0.030326298113467667,0.9015578133319999
301,0.08688296096878766,0.7096452545491889
302,0.048043153643223924,0.8347285124548334
303,-0.006106872958513001,0.9802807502829447
304,-0.018401461471610082,0.9409371443172763
305,0.12874312817048386,0.5887716588167977
306,0.03830985688690531,0.8679618482436371
307,-0.035566983833327064,0.8739324101342536
308,0.01822494193554378,0.9372267762557431
309,-0.0721834381257247,0.762931311945489
310,0.0565634329798001,0.8407511019946798
311,0.11476888513753382,0.6811892836221545
312,0.18795647539847907,0.4430694594031064
313,0.14953735450495811,0.5137879369572809
314,0.0388943501928615,0.8766252611668321
315,-0.04892619293517021,0.8268221958985951
316,0.07467126411685933,0.7736096094942639
317,-0.07705534097238298,0.7366992472047829
318,0.09390005292328106,0.7015547227683534
319,0.18582144928705827,0.4305902742421137
320,0.25563364429406704,0.27657512955008157
321,0.12251927464815683,0.6050683404193884
322,0.01704018123768764,0.9398571465536003
323,-0.15542480926075844,0.4954074943170679
324,-0.012565241486685348,0.9614754165868487
325,-0.10537400704088826,0.5978447065869419
326,-0.15354146800705618,0.4941379837833044
327,0.061468293375829805,0.803731867260828
328,-0.08671131403896853,0.7222417607935878
329,-0.050458821791074145,0.8238332658825691
330,0.0016227195711977283,0.9937210856813283
331,0.018274044285023192,0.928308316462304
332,0.03810979857870903,0.8693830338152102
333,0.07388182311482165,0.7512265097495641
334,-0.10846512856143255,0.6243303251067447
335,0.010647243143103715,0.9654979310252956
336,-0.05366101474909006,0.8426539636215771
337,0.18088859169975396,0.412330076315228
338,-0.11609112684381923,0.6500416825039275
339,0.2486360412070869,0.20402535977116298
340,-0.049837111858817285,0.842185888276435
341,-0.37383135368274945,0.11553860410541716
342,0.008435937922569475,0.9734400499928715
343,-0.18522981553742549,0.4465372680270112
344,0.0981319534691306,0.7115873681290319
345,0.1884618705638332,0.45488908627609037
346,0.0027681464131656393,0.9901838315706364
347,0.06687292691207118,0.7442217191533897
348,-0.009092676378223214,0.970732729405889
349,0.02965375116835169,0.898331942928619
350,-0.28558802556408386,0.26981209745209966
351,0.09446609598975417,0.6726593801585536
352,0.20040406535773664,0.3227608219239033
353,-0.14324169904158746,0.4931865961595263
354,-0.15597852365926534,0.558058006970215
355,-0.1565733266930787,0.5322434801705858
356,-0.06033355612425353,0.7835527369177586
357,-0.037882882392731645,0.8676798447529144
358,0.18071648754531516,0.46665383922223347
359,-0.10582065505154468,0.6307179438623038
360,0.02955585018829253,0.8921424853913189
361,-0.07019623272566274,0.7604542902143483
362,-0.05261986879358834,0.8447279374625687
363,0.06345892554537616,0.7692571475564165
364,-0.08065092974602266,0.7390609111747588
365,0.023380777523734967,0.9184411648684205
366,-0.1428042241566664,0.44983177699245336
367,-0.020688334769471083,0.924679995470465
368,0.13080401993773758,0.6041806118342132
369,0.18940493952132662,0.42832125839306223
370,-0.2059037483383579,0.3882138841492331
371,0.09993401097054037,0.6805600568242267
372,0.12918464590096446,0.5389887683883612
373,0.007663478680537759,0.9729490141996366
374,-0.016592034858580698,0.950541257641375
375,0.016531494666881672,0.9377589119979506
376,-0.21186182171692752,0.3324649928191361
377,0.029813866350710223,0.8968695170399523
378,0.0574779796345589,0.7706581407527697
379,-0.08443443241063195,0.7455407182637266
380,-0.15973811647943242,0.49504127159543265
381,-0.04104904553635865,0.8510366257704707
382,-0.026952161586372814,0.9052053034233725
383,0.01387547992403306,0.9514204414649814
384,0.03428464640549014,0.8984999820255455
385,-0.01635728352922087,0.9470685202245659
386,0.13604452899418143,0.5447584892927806
387,0.1686325564262733,0.4945962273126534
388,-0.019662385633865357,0.9259740224678876
389,-0.04696714127935575,0.8468743955831539
390,0.12047957905588201,0.6333922724316006
391,-0.11841352990851924,0.6158020803997395
392,-0.09435809844087555,0.7275715925526698
393,-0.18928308343946937,0.40622803532825813
394,0.07814552211629709,0.7091072661813409
395,-0.03434237095217522,0.9026349566751
396,-0.2519971035429268,0.2402302015442659
397,0.11841242209871095,0.5449655920432919
398,0.05346237130076473,0.8062586115907382
399,-0.1314295806731454,0.5534784314669139
400,0.19874886402100406,0.3814332489586605
401,-0.09893531585451161,0.7016743560315821
402,-0.12333138204962392,0.6238711556225218
403,-0.1283253109376631,0.5857343200197298
404,-0.01072966572738073,0.954559538867582
405,-0.045284688597949145,0.8542113787836487
406,0.06477732429896055,0.7926030005974836
407,-0.08408719891868369,0.7069703113971268
408,-0.04719566801349705,0.8499658717131275
409,-0.06706864457245312,0.7764245960976366
410,-0.0707516301874841,0.7513829415835569
411,0.051452076840994634,0.8219646123405848
412,0.11073542321056223,0.6374391547899028
413,-0.02577457648012802,0.9164335601165705
414,-0.05678147935819793,0.7983682129174019
415,-0.3594814061480746,0.04474983025486012
416,0.08986047383066892,0.6994642300411562
417,-0.11062819396119862,0.6937273116939495
418,0.25111459607457887,0.25203434013958015
419,-0.007812331921805505,0.9728410728380816
420,0.3289654206363636,0.12088018161727043
421,-0.00805683965246153,0.9700898795465809
422,-0.07949540002677517,0.7142622847572846
423,-0.1312284760220367,0.5581313198012237
424,-0.1402303039520931,0.5285958589616389
425,0.2311272188166379,0.3194425696048697
426,-0.20489363593284574,0.42049179122597624
427,-0.09543963923231114,0.697336319005593
428,0.17149872018498818,0.44069596926236554
429,-0.06010830813918846,0.808901631297394
430,-0.2900744926135141,0.21371405708999913
431,0.018801538074515827,0.9447826415931568
432,-0.17101644597692417,0.4625291389003352
433,0.08463700542767531,0.702701414370988
434,0.019316272552716632,0.9299228330504581
435,-0.08319472799104526,0.7130955706033046
436,-0.04638834562367524,0.8362671515433631
437,-0.09339472276787063,0.6813290778097412
438,0.02240812639806169,0.918497492610008
439,-0.04822432496590324,0.8484655065937443
440,0.010260505296521933,0.9671793181896327
441,-0.06685742760374107,0.7726641796217444
442,0.05382026144947028,0.793554554490544
443,-0.02689560861368846,0.9037191227963832
444,-0.05279884032618902,0.8224854616411776
445,0.06052126029080311,0.7930334016842813
446,-0.15509435985393072,0.47066249963869455
447,-0.16478023264448635,0.5121252586029663
448,0.03533673658566718,0.8567602667650711
449,-0.17142600106863604,0.5196180266218071
450,0.046582972762536465,0.8513994832944032
451,-0.13077073218065952,0.5669381833795963
452,-0.008156901112579131,0.9756044988940458
453,-0.010933163562117477,0.9613354014870126
454,-0.009866415887040134,0.9674075333451504
455,-0.03644154521326309,0.886660909095502
456,-0.047975717603164075,0.8364943273254617
457,0.04763039501199176,0.8254720917537446
458,0.1634845801009685,0.5349387713586844
459,-0.09645198700178972,0.6634751377503325
460,0.0365358756716801,0.8693879110584124
461,-0.12791499248178667,0.5094790892919154
462,-0.0819288150230302,0.7200257695600225
463,-0.04613027849194631,0.8425774159576787
464,-0.00954237718557297,0.963153801578879
465,-0.07466909634274062,0.7275061931692703
466,0.026848400427878834,0.9024871175478371
467,0.31698931210547565,0.17081986508872826
468,-0.035207227934823754,0.8813884375044903
469,0.029545197951185924,0.9128572755604907
470,-0.02728611885442419,0.9048805848175858
471,-0.08480651855008192,0.7087936044191585
472,0.0409004319338099,0.8485250613871556
473,-0.06961999277528813,0.7388212994581145
474,-0.14172002252778457,0.5682235180427013
475,-0.06552643930246971,0.8099098519947283
476,-0.036608348826993084,0.8726079102020368
477,0.007338150573551431,0.9735727070105722
478,0.2651186205472471,0.280445150897221
479,0.03552619100062719,0.8674100780982736
480,0.06238359633125682,0.8024539649081555
481,0.11205641458680114,0.5776944226500953
482,0.0799605589799334,0.7326283772407411
483,0.03751389879638747,0.8720725038779067
484,0.059920878783114404,0.8053580825018258
485,-0.21558514818098876,0.3422381785583648
486,0.02527010625119615,0.9023854142731305
487,0.052838690254486766,0.826912483829513
488,0.050046686444018204,0.8102340107983683
489,0.03049282491744805,0.9002824557532771
490,0.27311363281413625,0.2510182367523881
491,-0.2514242214249428,0.24802424043846094
492,0.0845064693565723,0.6906979836596263
493,-0.14928758615503304,0.5249813313222136
494,-0.1903637429695002,0.41280133819180653
495,0.07682962308382504,0.7130605244942987
496,-0.10685922905075255,0.6478656636726026
497,-0.09385459768749461,0.6800357945810123
498,0.03014160599977099,0.9007464369306704
499,-0.08224722901053001,0.7045570180116618
