variable,coef,std_err,t_stat,p_value,ci_lower,ci_upper
Treat_Post,0.255172401829915,0.2355398394347197,1.0833513449033174,0.2789611624354589,-0.2071386082527631,0.7174834119125931
Amihud,-14.810064600886122,9.361465609483675,-1.5820241422328913,0.11401781383119447,-33.184487510239165,3.5643583084669253
Turnover,-6.6511908933271364e-09,7.609511406338169e-09,-0.8740628061595622,0.38233209829414116,-2.1586927085313754e-08,8.28454529865948e-09
