variable,coef,std_err,t_stat,p_value,ci_lower,ci_upper
Treat_Post,-0.0009913816232999288,0.0004814303617754967,-2.0592420046873476,0.03977662338600774,-0.0019363196744213605,-4.644357217849693e-05
Amihud,0.0012590861697580782,0.0395644547337934,0.0318236704696109,0.9746201760068418,-0.07639691918053779,0.07891509152005394
Turnover,1.8903029413400346e-10,7.738792378484362e-11,2.4426329702235137,0.01478419890154492,3.7135441445661946e-11,3.40925146822345e-10
